product_id,product_name,category,price,cost,stock_quantity,reorder_level
444,Digitized incremental projection,Sports,91.87,72.14,918,61
445,Distributed asynchronous leverage,Toys,260.06,114.17,685,22
446,Fundamental global process improvement,Home & Garden,490.93,301.85,958,41
447,Team-oriented hybrid projection,Electronics,134.09,67.85,771,44
448,Configurable full-range service-desk,Beauty,154.46,112.03,11,43
449,Public-key homogeneous functionalities,Beauty,347.92,148.89,121,69
450,Self-enabling transitional task-force,Books,84.06,59.58,945,100
451,Pre-emptive needs-based alliance,Books,346.69,238.32,963,47
452,Secured asymmetric encoding,Beauty,309.24,154.19,136,71
453,Self-enabling systemic forecast,Home & Garden,230.21,194.52,382,63
454,Focused value-added array,Automotive,379.89,289.06,845,37
455,Optional bandwidth-monitored task-force,Sports,341.77,228.34,806,20
456,Sharable tertiary attitude,Automotive,266.45,149.96,939,82
457,Organic composite solution,Clothing,35.57,22.99,517,35
458,Innovative 4thgeneration analyzer,Home & Garden,86.45,67.82,452,24
459,Inverse analyzing frame,Sports,359.87,223.11,920,75
460,Multi-channeled holistic Internet solution,Automotive,405.30,244.82,525,63
461,Digitized dynamic moderator,Automotive,284.14,185.11,688,49
462,Open-source non-volatile software,Electronics,200.99,154.24,763,37
463,Enterprise-wide composite conglomeration,Clothing,27.42,15.22,65,79
464,Configurable reciprocal implementation,Electronics,467.62,201.57,956,70
465,Secured systemic encoding,Electronics,147.11,70.76,138,92
466,Proactive optimal circuit,Toys,190.36,152.50,459,58
467,Focused maximized productivity,Toys,44.72,37.29,895,79
468,Function-based logistical extranet,Home & Garden,328.50,182.81,182,78
469,Synchronized 24/7 website,Toys,266.78,194.09,228,10
470,Persistent executive service-desk,Electronics,489.35,297.70,736,79
471,Quality-focused cohesive archive,Toys,268.31,206.74,253,68
472,Organic grid-enabled parallelism,Beauty,81.79,39.65,896,24
473,Innovative scalable interface,Electronics,405.69,238.81,784,12
474,Team-oriented eco-centric knowledgebase,Sports,107.01,47.66,34,67
475,Innovative dedicated info-mediaries,Electronics,126.14,52.97,449,39
476,Polarized bi-directional encoding,Sports,378.42,283.52,143,74
477,Multi-tiered object-oriented help-desk,Books,120.91,98.22,589,50
478,Re-engineered explicit standardization,Beauty,122.27,97.12,676,76
479,Implemented 3rdgeneration protocol,Sports,209.71,109.85,570,85
480,Object-based even-keeled access,Home & Garden,314.87,186.48,507,16
481,Re-contextualized systemic time-frame,Beauty,471.09,330.75,804,77
482,User-friendly actuating portal,Beauty,349.67,204.11,307,58
483,User-friendly modular forecast,Home & Garden,378.44,232.02,869,38
484,Vision-oriented discrete portal,Books,429.48,199.69,474,17
485,Multi-channeled directional productivity,Toys,484.05,315.01,137,59
486,Ergonomic regional extranet,Sports,131.22,71.99,80,67
487,Synergistic web-enabled success,Beauty,50.77,36.86,195,16
488,Visionary stable software,Books,191.70,128.87,40,19
489,Devolved responsive attitude,Sports,403.30,267.96,687,81
490,Self-enabling secondary analyzer,Sports,242.30,191.72,340,48
491,Integrated zero tolerance intranet,Electronics,109.84,53.33,759,25
492,Automated optimal hierarchy,Automotive,457.65,326.32,720,36
493,Upgradable clear-thinking array,Toys,457.99,296.98,794,46
494,Implemented fresh-thinking synergy,Toys,235.79,163.15,315,43
495,Operative context-sensitive customer loyalty,Beauty,258.84,161.46,100,70
496,De-engineered zero tolerance moratorium,Beauty,457.59,259.37,423,15
497,Multi-lateral multi-tasking middleware,Sports,371.92,151.48,566,84
498,Future-proofed composite extranet,Toys,151.12,73.79,235,58
499,Polarized explicit synergy,Sports,252.15,175.14,701,53
500,Mandatory bifurcated Local Area Network,Books,382.86,237.33,740,92
